indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Romania,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Russian Federation,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Kitts and Nevis,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Lucia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Vincent and the Grenadines,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Samoa,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,San Marino,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sao Tome and Principe,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Saudi Arabia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Serbia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Seychelles,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Singapore,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovakia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovenia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Solomon Islands,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Spain,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Sri Lanka,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Sweden,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Switzerland,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Syrian Arab Republic,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Türkiye,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Timor-Leste,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tonga,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Trinidad and Tobago,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Turkmenistan,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tuvalu,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,United Arab Emirates,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,United Kingdom of Great Britain and Northern Ireland,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,United States of America,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Vanuatu,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Armenia,2015,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cabo Verde,2015,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Fiji,2015,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Georgia,2015,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritius,2015,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Azerbaijan,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Belize,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Tunisia,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Costa Rica,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Cuba,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Libya,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Suriname,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Chile,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Uruguay,2015,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Republic of Moldova,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Afghanistan,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bangladesh,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Egypt,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,El Salvador,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Malaysia,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Nicaragua,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Panama,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Paraguay,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Philippines,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guyana,2015,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Togo,2015,,10000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Malawi,2015,,100000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eritrea,2015,,1000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Benin,2015,,11000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Uganda,2015,,110000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,United Republic of Tanzania,2015,,110000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Ecuador,2015,,1100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eswatini,2015,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea,2015,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mali,2015,,13000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Botswana,2015,,13000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zimbabwe,2015,,130000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Indonesia,2015,,14000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Lesotho,2015,,14000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Kenya,2015,,150000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Honduras,2015,,1500
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Nepal,2015,,1500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Chad,2015,,16000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burkina Faso,2015,,16000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mozambique,2015,,170000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Nigeria,2015,,170000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Sudan,2015,,18000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Rwanda,2015,,18000
